id,mnemonic,synopsis,description,datatype,units,red_low,yellow_low,yellow_high,red_high,raw_red_low,raw_yellow_low,raw_yellow_high,raw_red_high,enumlist,conversion,parameters,section_id,section_name,archive
388,lst1553tcuday,Day of last TCU received,This telemetry item reports the 'Day' field of the ICE FSW timestamp when the last TCU was received over the 1553 from the S/C,UINT16,DN,,,,,,,,,,,,10,1553_tlm,1
389,lst1553tcumsec,Millisecond field of time stamp when last TCU received,This telemetry item reports the 'MIlliSec' field of the ICE FSW timestamp when the last TCU was received over the 1553 from the S/C,UINT32,DN,,,,,,,,,,,,10,1553_tlm,1
390,mdf_dbe_cnt,MDF board double bit error counter,This item indicates the number of double-bit errors detected by the MDF FPGA while scrubbing the SpaceWire Bridge SDRAM.,UINT16,DN,,,1,1,,,,,,,,16,util_info,1
391,mdf_sbe_cnt,MDF board single bit error counter,This item indicates the number of single-bit errors detected by the MDF FPGA while scrubbing the SpaceWire Bridge SDRAM.,UINT16,DN,,,1,1,,,,,,,,16,util_info,1
392,mem_mon_00,Memory Monitor 0/15,Memory Monitor 0,UINT32,DN,,,,,,,,,,,,13,mem_mon,1
393,mem_mon_01,Memory Monitor 1/15,Memory Monitor 1,UINT32,DN,,,,,,,,,,,,13,mem_mon,1
394,mem_mon_02,Memory Monitor 2/15,Memory Monitor 2,UINT32,DN,,,,,,,,,,,,13,mem_mon,1
395,mem_mon_03,Memory Monitor 3/15,Memory Monitor 3,UINT32,DN,,,,,,,,,,,,13,mem_mon,1
396,mem_mon_04,Memory Monitor 4/15,Memory Monitor 4,UINT32,DN,,,,,,,,,,,,13,mem_mon,1
397,mem_mon_05,Memory Monitor 5/15,Memory Monitor 5,UINT32,DN,,,,,,,,,,,,13,mem_mon,1
398,mem_mon_06,Memory Monitor 6/15,Memory Monitor 6,UINT32,DN,,,,,,,,,,,,13,mem_mon,1
399,mem_mon_07,Memory Monitor 7/15,Memory Monitor 7,UINT32,DN,,,,,,,,,,,,13,mem_mon,1
400,mem_mon_08,Memory Monitor 8/15,Memory Monitor 8,UINT32,DN,,,,,,,,,,,,13,mem_mon,1
401,mem_mon_09,Memory Monitor 9/15,Memory Monitor 9,UINT32,DN,,,,,,,,,,,,13,mem_mon,1
402,mem_mon_10,Memory Monitor 10/15,Memory Monitor 10,UINT32,DN,,,,,,,,,,,,13,mem_mon,1
403,mem_mon_11,Memory Monitor 11/15,Memory Monitor 11,UINT32,DN,,,,,,,,,,,,13,mem_mon,1
404,mem_mon_12,Memory Monitor 12/15,Memory Monitor 12,UINT32,DN,,,,,,,,,,,,13,mem_mon,1
405,mem_mon_13,Memory Monitor 13/15,Memory Monitor 13,UINT32,DN,,,,,,,,,,,,13,mem_mon,1
406,mem_mon_14,Memory Monitor 14/15,Memory Monitor 14,UINT32,DN,,,,,,,,,,,,13,mem_mon,1
407,mem_mon_15,Memory Monitor 15/15,Memory Monitor 15,UINT32,DN,,,,,,,,,,,,13,mem_mon,1
408,mem_mon_adr_00,Memory Monitor Address 0/15,Memory Monitor 0 Address,UINT32,DN,,,,,,,,,,,,15,mem_mon_adr,1
409,mem_mon_adr_01,Memory Monitor Address 1/15,Memory Monitor 1 Address,UINT32,DN,,,,,,,,,,,,15,mem_mon_adr,1
410,mem_mon_adr_02,Memory Monitor Address 2/15,Memory Monitor 2 Address,UINT32,DN,,,,,,,,,,,,15,mem_mon_adr,1
411,mem_mon_adr_03,Memory Monitor Address 3/15,Memory Monitor 3 Address,UINT32,DN,,,,,,,,,,,,15,mem_mon_adr,1
412,mem_mon_adr_04,Memory Monitor Address 4/15,Memory Monitor 4 Address,UINT32,DN,,,,,,,,,,,,15,mem_mon_adr,1
413,mem_mon_adr_05,Memory Monitor Address 5/15,Memory Monitor 5 Address,UINT32,DN,,,,,,,,,,,,15,mem_mon_adr,1
414,mem_mon_adr_06,Memory Monitor Address 6/15,Memory Monitor 6 Address,UINT32,DN,,,,,,,,,,,,15,mem_mon_adr,1
415,mem_mon_adr_07,Memory Monitor Address 7/15,Memory Monitor 7 Address,UINT32,DN,,,,,,,,,,,,15,mem_mon_adr,1
416,mem_mon_adr_08,Memory Monitor Address 8/15,Memory Monitor 8 Address,UINT32,DN,,,,,,,,,,,,15,mem_mon_adr,1
417,mem_mon_adr_09,Memory Monitor Address 9/15,Memory Monitor 9 Address,UINT32,DN,,,,,,,,,,,,15,mem_mon_adr,1
418,mem_mon_adr_10,Memory Monitor Address 10/15,Memory Monitor 10 Address,UINT32,DN,,,,,,,,,,,,15,mem_mon_adr,1
419,mem_mon_adr_11,Memory Monitor Address 11/15,Memory Monitor 11 Address,UINT32,DN,,,,,,,,,,,,15,mem_mon_adr,1
420,mem_mon_adr_12,Memory Monitor Address 12/15,Memory Monitor 12 Address,UINT32,DN,,,,,,,,,,,,15,mem_mon_adr,1
421,mem_mon_adr_13,Memory Monitor Address 13/15,Memory Monitor 13 Address,UINT32,DN,,,,,,,,,,,,15,mem_mon_adr,1
422,mem_mon_adr_14,Memory Monitor Address 14/15,Memory Monitor 14 Address,UINT32,DN,,,,,,,,,,,,15,mem_mon_adr,1
423,mem_mon_adr_15,Memory Monitor Address 15/15,Memory Monitor 15 Address,UINT32,DN,,,,,,,,,,,,15,mem_mon_adr,1
424,mem_scrub_cnt,Memory scrub counter,This telemetry item reports the number of times the FSW has scrubbed through the entire RAM bank.,UINT32,DN,,,,,,,,,,,,16,util_info,1
425,mir_stp_rsp_time,Time in mirco-seconds for the FSW to respond to the MIRROR_STEP int,"This telemetry item reports the amount of time in microseconds from when the MIRROR_STEP interrupt is received until the first profile
 position command has been written to the SMC.",UINT16,US,,,,,,,,,,,,28,sma_info2,1
426,missing_pps_cnt,Counter of the number of consecutive missing PPS signals,"This item reports the number of consecutive missing Pulse Per Second (PPS) signals. If the number exceeds the maximum allowed number
 of missing PPSs defined in the FSW's Global Configuration Table, an event is posted.",UINT16,DN,,,,,,,,,,,,16,util_info,1
427,missing_tcu_cnt,Counter of the number of consecutive missing TCUs,"This item reports the number of consecutive missing (Time Code Updates) TCUs. If the number exceeds the maximum allowed number of
 missing TCUs defined in the FSW's Global Configuration Table, an event is posted.",UINT16,DN,,,,,,,,,,,,16,util_info,1
428,mmio_read_cnt,The total number of MMIO read operations,The total number of MMIO read operations,UINT32,DN,,,,,,,,,,,,16,util_info,1
429,mmio_read_val,The last value read from any MMIO address,The last value read from any MMIO address,UINT32,DN,,,,,,,,,,,,16,util_info,1
430,mmio_write_cnt,The total number of MMIO write operations,The total number of MMIO write operations,UINT32,DN,,,,,,,,,,,,16,util_info,1
431,mmio_write_val,The value written in the last MMIO write operation,This telemetry item reports the value written during the last MMIO write command,UINT32,DN,,,,,,,,,,,,16,util_info,1
432,n1553_anclry_int,Number of 1553 Ancillary Data Interrupts,This counter reports the total number of ancillary data interrupts processed by the 1553 CSU,UINT32,DN,,,,,,,,,,,,10,1553_tlm,1
433,n1553_critlm_int,Number of 1553 Critical Telemetry Interrupts,This counter reports the total number of critical telemetry interrupts processed by the 1553 CSU,UINT32,DN,,,,,,,,,,,,10,1553_tlm,1
434,n1553_drv_errs,Number of 1553 Driver Errors,This counter reports the total number of 1553 Driver errors,UINT32,DN,,,,,,,,,,,,10,1553_tlm,1
435,n1553_hw_int,Number of 1553 Hardware Interrupts,This counter reports the total number of 15535 hardware interrupts processed by the 1553 CSU,UINT32,DN,,,,,,,,,,,,10,1553_tlm,1
436,n1553_imdcmd_int,Number of 1553 Immediate Command Interrupts,This counter reports the total number of immediate command interrupts processed by the 1553 CSU,UINT32,DN,,,,,,,,,,,,10,1553_tlm,1
437,n1553_msg_int,Number of 1553 Message Interrupts,This counter reports the total number of 15535 message interrupts processed by the 1553 CSU,UINT32,DN,,,,,,,,,,,,10,1553_tlm,1
438,n1553_nrmcmd_int,Number of 1553 Normal Command Interrupts,This counter reports the total number of normal command interrupts processed by the 1553 CSU,UINT32,DN,,,,,,,,,,,,10,1553_tlm,1
439,n1553_tcu_int,Number of 1553 Time Code Update Interrupts,This counter reports the total number of time code update interrupts processed by the 1553 CSU,UINT32,DN,,,,,,,,,,,,10,1553_tlm,1
440,n1553_upl_int,Number of 1553 Upload Interrupts,This counter reports the total number of upload interrupts processed by the 1553 CSU,UINT32,DN,,,,,,,,,,,,10,1553_tlm,1
441,n1553_wrap_int,Number of 1553 Wrap Around Interrupts,This counter reports the total number of 1553 wrap-around interrupts processed by the 1553 CSU,UINT32,DN,,,,,,,,,,,,10,1553_tlm,1
442,normcmdnumsa,Number of normal command subaddresses,This telemetry item reports the number of subaddress for normal commands from the 1553 config table.,UINT8,DN,,,,,,,,,,,,10,1553_tlm,1
443,normcmdsa1,First subaddress for normal commands,This telemetry item reports the first subaddress for normal commands from the 1553 config table.,UINT8,DN,,,,,,,,,,,,10,1553_tlm,1
444,num_coadds,The number of coadded frames in each complete,"This telemetry item reports the value of the FPE FPGA NUM_COADDS register. The value in this register determines the number of frames
 output from the FPS for each swath in IMAGING mode.",UINT8,DN,,,,,,,,,,,,24,fpe_tlm,1
445,num_mirror_steps,The number of mirror steps in the current imaging sequence,"This telemetry item reports the value of the FPE FPGA NUM_MIRROR_STEPS register. The value in this register determines the number of
 mirror steps executed during IMAGING mode.",UINT16,DN,,,,,,,,,,,,24,fpe_tlm,1
446,num_segs,Number of CCSDS Segments,"Number of segments in a CCSDS packet.
 Only applies to segmented packets, otherwise it is set to 0xFFFF for standalone packets.",UINT16,DN,,,,,,,,,,,,3,ccsds_sec_header,1
447,oda_tlm,Telemetry data for ODA voltage,This telemetry item reports analog data from the Focal Plane Electronics. Telemetry data for ODA voltage,UINT16,V,26.13,26.68,28.33,28.88,,,,,,poly1,0 0.0088623,25,fpe_analog_tlm,1
448,oda_tlm_valid,ODA_TLM data validity flag (0 = valid; 1 = stale),ODA_TLM data validity flag (0 = valid; 1 = stale),ENUM,DN,,,,,,,,,"OK:0, STALE:1:r",,,25,fpe_analog_tlm,1
449,odb_tlm,Telemetry data for ODB voltage,This telemetry item reports analog data from the Focal Plane Electronics. Telemetry data for ODB voltage,UINT16,V,26.13,26.68,28.33,28.88,,,,,,poly1,0 0.0088623,25,fpe_analog_tlm,1
450,odb_tlm_valid,ODB_TLM data validity flag (0 = valid; 1 = stale),ODB_TLM data validity flag (0 = valid; 1 = stale),ENUM,DN,,,,,,,,,"OK:0, STALE:1:r",,,25,fpe_analog_tlm,1
451,odc_tlm,Telemetry data for ODC voltage,This telemetry item reports analog data from the Focal Plane Electronics. Telemetry data for ODC voltage,UINT16,V,26.13,26.68,28.33,28.88,,,,,,poly1,0 0.0088623,25,fpe_analog_tlm,1
452,odc_tlm_valid,ODC_TLM data validity flag (0 = valid; 1 = stale),ODC_TLM data validity flag (0 = valid; 1 = stale),ENUM,DN,,,,,,,,,"OK:0, STALE:1:r",,,25,fpe_analog_tlm,1
453,odd_tlm,Telemetry data for ODD voltage,This telemetry item reports analog data from the Focal Plane Electronics. Telemetry data for ODD voltage,UINT16,V,26.13,26.68,28.33,28.88,,,,,,poly1,0 0.0088623,25,fpe_analog_tlm,1
454,odd_tlm_valid,ODD_TLM data validity flag (0 = valid; 1 = stale),ODD_TLM data validity flag (0 = valid; 1 = stale),ENUM,DN,,,,,,,,,"OK:0, STALE:1:r",,,25,fpe_analog_tlm,1
455,oga_tlm,Telemetry data for OGA voltage,This telemetry item reports analog data from the Focal Plane Electronics. Telemetry data for OGA voltage,UINT16,V,1.43,1.46,1.55,1.58,,,,,,poly1,-3.322 0.001341,25,fpe_analog_tlm,1
456,oga_tlm_valid,OGA_TLM data validity flag (0 = valid; 1 = stale),OGA_TLM data validity flag (0 = valid; 1 = stale),ENUM,DN,,,,,,,,,"OK:0, STALE:1:r",,,25,fpe_analog_tlm,1
457,ogb_tlm,Telemetry data for OGB voltage,This telemetry item reports analog data from the Focal Plane Electronics. Telemetry data for OGB voltage,UINT16,V,1.43,1.46,1.55,1.58,,,,,,poly1,-3.322 0.001341,25,fpe_analog_tlm,1
458,ogb_tlm_valid,OGB_TLM data validity flag (0 = valid; 1 = stale),OGB_TLM data validity flag (0 = valid; 1 = stale),ENUM,DN,,,,,,,,,"OK:0, STALE:1:r",,,25,fpe_analog_tlm,1
459,ogc_tlm,Telemetry data for OGC voltage,This telemetry item reports analog data from the Focal Plane Electronics. Telemetry data for OGC voltage,UINT16,V,1.43,1.46,1.55,1.58,,,,,,poly1,-3.322 0.001341,25,fpe_analog_tlm,1
460,ogc_tlm_valid,OGC_TLM data validity flag (0 = valid; 1 = stale),OGC_TLM data validity flag (0 = valid; 1 = stale),ENUM,DN,,,,,,,,,"OK:0, STALE:1:r",,,25,fpe_analog_tlm,1
461,ogd_tlm,Telemetry data for OGD voltage,This telemetry item reports analog data from the Focal Plane Electronics. Telemetry data for OGD voltage,UINT16,V,1.43,1.46,1.55,1.58,,,,,,poly1,-3.322 0.001341,25,fpe_analog_tlm,1
462,ogd_tlm_valid,OGD_TLM data validity flag (0 = valid; 1 = stale),OGD_TLM data validity flag (0 = valid; 1 = stale),ENUM,DN,,,,,,,,,"OK:0, STALE:1:r",,,25,fpe_analog_tlm,1
463,pci_timer_stat,Enable/Disable status of the SMC FPGA PCI Timer,"This item reports the value of the SMC FPGA PCI_TIMER_EN register setting. It indicates if the PCI teimer is enabled or not. When
 enabled, the 'SMC_PCI_TIMER' telemetry item indicates the timer's actual setting.",ENUM,DN,,,,,,,,,"DISABLED:0, ENABLED:1",,,26,sma_info1,1
464,pci_tlm_thresh,The threshold setting for SMC telemetry collection via PCI,"This telemetry item reports the value from the SMC FPGA PCI_TLM_THRESH register. This indicates the threshold level at which the next
 TLM_BUF_THRESH interrupt will be generated.",UINT32,DN,,,,,,,,,,,,26,sma_info1,1
465,pci_tlm_wrptr,SMC PCI telemetry collection write pointer,"This telemetry item reports the value from the SMC FPGA PCI_TLM_WRPTR register. This indicates the location within the telemtery buffer
 where the next telemetry data item will be written.",UINT32,DN,,,,,,,,,,,,26,sma_info1,1
466,pci_tmr_int_msk,Interrupt mask bit for the SMC Telemetry PCI Timer,This item reports the interrupt mask (enable/disable) state for the SMC FPGA PCI_TIMER interrupt,ENUM,DN,,,,,,,,,"ENABLED:0, MASKED:1",,,26,sma_info1,1
467,pclk_sense_n,Indicates if the PCLK_PWR_SENSE_N input is asserted,Indicates if the PCLK_PWR_SENSE_N input is asserted,UINT8,DN,,,,,,,,,,,,24,fpe_tlm,1
468,pixel_data,Variable-Length Science Image Data,"A variable-length array of 20-bit pixel values.
 For example, if the CCD has 4,224 pixels per line, and the frame size is 534 lines, the total image consists of 2,255,616 pixels. Each CCSDS
 packet contains one line, equivalent to 4,224 20-bit pixels, which is 10,560 bytes.
 The pixels are followed by one byte of padding, to achieve 5-byte alignment, and a 32-bit CRC, for a total PIXEL_DATA size of 10,565 bytes.",UINT8[],DN,,,,,,,,,,,,19,sci_pixel_data,1
469,pkt_seq_count,CCSDS Packet Sequence Count,CCSDS Packet Sequence Count,UINT16,DN,,,,,,,,,,,,2,ccsds_pri_header,1
470,pps_int_cnt,Number of Pulse Per Second interrupts received,This telemetry item reports the total number of PPS_RX interrupts received from the SCIO,UINT16,DN,,,,,,,,,,,,16,util_info,1
471,pps_sel,Pulse Per Second input selection,"Currently selected input for the spacecraft Pulse Per Second (PPS) discrete. This telemetry item reports the bit settings from the SCIO
 hardware.",ENUM,DN,,,,,,,,,"PPS_A:0, PPS_B:1",,,16,util_info,1
472,pre_temp1,Latest value of CCD interface board temperature sensor #1,FPE FPGA FPE_ATLM_PRE_TEMP1 register,INT16,C,-40,-35,45,55,,,,,,poly4,111.2 -0.07653 0.00002338 -3.269E-09 -1.13E-13,29,fpe_analog_tlm2,1
473,pre_temp1_valid,Validity of CCD interface board temperature sensor #1,FPE FPGA FPE_ATLM_PRE_TEMP1 register,ENUM,DN,,,,,,,,,"OK:0, STALE:1:r",,,29,fpe_analog_tlm2,1
474,pre_temp2,Latest value of CCD interface board temperature sensor #2,FPE FPGA FPE_ATLM_PRE_TEMP2 register,INT16,C,-40,-35,45,55,,,,,,poly4,111.2 -0.07653 0.00002338 -3.269E-09 -1.13E-13,29,fpe_analog_tlm2,1
475,pre_temp2_valid,Validity of CCD interface board temperature sensor #2,FPE FPGA FPE_ATLM_PRE_TEMP2 register,ENUM,DN,,,,,,,,,"OK:0, STALE:1:r",,,29,fpe_analog_tlm2,1
476,prof_num_steps,Number of steps in the scan profile that was loaded,"This item reports the number of steps in the calculated move step profile, which contains the smoothed-out positions for moving the SMA
 from one staring position to the next.",UINT16,DN,,,,,,,,,,,,28,sma_info2,1
477,rda_tlm,Telemetry data for RDA voltage,This telemetry item reports analog data from the Focal Plane Electronics. Telemetry data for RDA voltage,UINT16,V,18.53,18.92,20.09,20.48,,,,,,poly1,0 0.0088623,25,fpe_analog_tlm,1
478,rda_tlm_valid,RDA_TLM data validity flag (0 = valid; 1 = stale),RDA_TLM data validity flag (0 = valid; 1 = stale),ENUM,DN,,,,,,,,,"OK:0, STALE:1:r",,,25,fpe_analog_tlm,1
479,rdb_tlm,Telemetry data for RDB voltage,This telemetry item reports analog data from the Focal Plane Electronics. Telemetry data for RDB voltage,UINT16,V,18.53,18.92,20.09,20.48,,,,,,poly1,0 0.0088623,25,fpe_analog_tlm,1
480,rdb_tlm_valid,RDB_TLM data validity flag (0 = valid; 1 = stale),RDB_TLM data validity flag (0 = valid; 1 = stale),ENUM,DN,,,,,,,,,"OK:0, STALE:1:r",,,25,fpe_analog_tlm,1
481,rdc_tlm,Telemetry data for RDC voltage,This telemetry item reports analog data from the Focal Plane Electronics. Telemetry data for RDC voltage,UINT16,V,18.53,18.92,20.09,20.48,,,,,,poly1,0 0.0088623,25,fpe_analog_tlm,1
482,rdc_tlm_valid,RDC_TLM data validity flag (0 = valid; 1 = stale),RDC_TLM data validity flag (0 = valid; 1 = stale),ENUM,DN,,,,,,,,,"OK:0, STALE:1:r",,,25,fpe_analog_tlm,1
483,rdd_tlm,Telemetry data for RDD voltage,This telemetry item reports analog data from the Focal Plane Electronics. Telemetry data for RDD voltage,UINT16,V,18.53,18.92,20.09,20.48,,,,,,poly1,0 0.0088623,25,fpe_analog_tlm,1
484,rdd_tlm_valid,RDD_TLM data validity flag (0 = valid; 1 = stale),RDD_TLM data validity flag (0 = valid; 1 = stale),ENUM,DN,,,,,,,,,"OK:0, STALE:1:r",,,25,fpe_analog_tlm,1
485,rdr_version,RDR Version Number,RDR Version Number,UINT16,DN,,,,,,,,,,,,3,ccsds_sec_header,1
486,rg_sense_n,Indicates if the RG_PWR_SENSE_N input is asserted,Indicates if the RG_PWR_SENSE_N input is asserted,UINT8,DN,,,,,,,,,,,,24,fpe_tlm,1
487,rst_time_day,FSW Reset Timestamp - Day,"Days since Epoch of 12am Jan 1, 2000",UINT16,DN,,,,,,,,,,,,23,boot_info,1
488,rst_time_msecs,FSW Reset Timestamp - Milliseconds,FSW Reset Timestamp - Milliseconds,UINT32,DN,,,,,,,,,,,,23,boot_info,1
489,rst_time_usecs,FSW Reset Timestamp - Microseconds,FSW Reset Timestamp - Microseconds,UINT16,DN,,,,,,,,,,,,23,boot_info,1
490,safe_input_src,The expected input source line for SAFE signals from the S/C,"This telemetry item reports the input lines on which a SAFE signal will be acted upon. If a safe signal is received on an input other than
 those configured by this telemetry item, it will be ignored.
 The expected/allowed input lines are set in the Global Configuration table.",ENUM,DN,,,,,,,,,"SAFE_NONE:0, SAFE_B:1, SAFE_A:2, SAFE_A_OR_B:3, SAFE_HLDC:4, SAFE_HLDC_OR_B:5, SAFE_HLDC_OR_A:6, SAFE_INPUT_ANY:7",,,16,util_info,1
491,safe_int_cnt,Number of SAFE interrupts received,This telemetry item reports the total number of SAFE_RX interrupts received from the SCIO,UINT16,DN,,,,,,,,,,,,16,util_info,1
492,safe_stat,Status of the ICE SAFE_STAT output signal (active or inactive),"This telemetry item reports the value of the SCIO SAFE_STAT_EN flag, which controls the output HLDC discrete ""Calibration Wheel Closed"".",ENUM,DN,,,,,,,,,"DISABLED:0, ENABLED:1",,,7,crit_tlm,1
493,scan_cur_step,Current step of the scan,"This item reports the current scan table step being executed. This value is an index into the scan table, indicating the entry that will be
 processed when the next MIRROR_STEP interrupt occurs",UINT16,DN,,,,,,,,,,,,28,sma_info2,1
494,scan_num_steps,Number of steps defined in the currently-configured scan table,This item reports the number of scan steps that are defined in the currently loaded scan table,UINT16,DN,,,,,,,,,,,,28,sma_info2,1
495,scan_tbl_id,SMA Scan Table ID,Table ID of the scan table used when starting the most recent SMA scan operation,UINT8,DN,,,,,,,,,,,,28,sma_info2,1
496,scio_dbe_cnt,SCIO board double bit error counter,This item indicates the number of double-bit errors detected by the SCIO FPGA while scrubbing the 1553 memory space,UINT16,DN,,,1,1,,,,,,,,16,util_info,1
497,scio_edac_err_addr,1553 memory addr offset of last SBE/DBE that occurred,This item reports the value from the SCIO EDAC_ERR_ADDR register.,UINT16,DN,,,,,,,,,,,,16,util_info,1
498,scio_sbe_cnt,SCIO board single bit error counter,This item indicates the number of single-bit errors detected by the SCIO FPGA while scrubbing the 1553 memory space,UINT16,DN,,,1,1,,,,,,,,16,util_info,1
499,sclk_sense_n,Indicates if the SCLK_PWR_SENSE_N input is asserted,Indicates if the SCLK_PWR_SENSE_N input is asserted,UINT8,DN,,,,,,,,,,,,24,fpe_tlm,1
500,sec_hdr_flag,CCSDS Secondary Header Flag,CCSDS Secondary Header Flag,UINT8,DN,,,,,,,,,,,,2,ccsds_pri_header,1
501,seq_flag,CCSDS Sequence Flag,CCSDS Sequence Flag,UINT8,DN,,,,,,,,,,,,2,ccsds_pri_header,1
502,short_int_lines,Number of CCD Short Integration Lines,#Type!,UINT16,DN,,,,,,,,,,,,24,fpe_tlm,1
503,size,CCSDS Packet Size,CCSDS Packet Size,UINT16,DN,,,,,,,,,,,,2,ccsds_pri_header,1
504,sma_ctrl_state,State of the SMA closed-loop control,"Current SMA mirror control state: OFF, HOLDING, CMD_MOVE, SCAN_WAIT or SCAN_MOVE.",ENUM,DN,,,,,,,,,"OFF:0, HOLDING:17, CMD_MOVE:34, SCAN_WAIT:51, SCAN_MOVE:68",,,28,sma_info2,1
505,sma_last_x_pos,Last commanded SMA x-axis position,This item reports the last x-axis position value that was written to the SMC,FLOAT32,URAD,,,,,,,,,,,,28,sma_info2,1
506,sma_last_y_pos,Last commanded SMA y-axis position,This item reports the last y-axis position value that was written to the SMC,FLOAT32,URAD,,,,,,,,,,,,28,sma_info2,1
507,sma_spare1,Spare bits in SMA_INFO section,Spare,UINT8,DN,,,,,,,,,,,,26,sma_info1,1
607,sma_ss_curr_freq,SMA Sine Sweep Current testing frequency,The current frequency setting being tested during a sine sweep profile test,FLOAT32,DN,,,,,,,,,,,,30,sma_sine_sweep_info,1
608,sma_ss_curr_gain,SMA Sine Sweep Gain current setting,"This item reports the most recent gain (amplitude) used during the sine sweep test. The gain is adjusted automatically by the FSW in order
 to get a valid data set.",FLOAT32,DN,,,,,,,,,,,,30,sma_sine_sweep_info,1
609,sma_ss_freqs_rem,SMA Sine Sweep number of test frequencies remaining,The number of test frequencies remaining in the current SMA sine sweep test,UINT32,DN,,,,,,,,,,,,30,sma_sine_sweep_info,1
610,sma_ss_lst_result,SMA Sine Sweep Last Data Check Result,Result from checking the most recent data set collected during a sine sweep test,ENUM,DN,,,,,,,,,"DATA_GOOD:17, ADJ_AMP_DN:34, ADJ_AMP_UP:51, DATA_INVALID:68, UNDOCUMENTED:0",,,30,sma_sine_sweep_info,1
611,sma_ss_num_retries,SMA Sine Sweep Test number of retries,"Number of retries at the current frequency. Each time the collected data does not pass the validity checking, the amplitude is adjusted and
 the retry counter is incremented. This item indicates the current retry number. A value of zero indicates the fi",UINT32,DN,,,,,,,,,,,,30,sma_sine_sweep_info,1
612,sma_ss_prev_gain,SMA Sine Sweep Gain previous setting,"This item reports the previous gain (amplitude) used during the sine sweep test. The gain is adjusted automatically by the FSW in order to
 get a valid data set.",FLOAT32,DN,,,,,,,,,,,,30,sma_sine_sweep_info,1
613,sma_ss_profile_id,SMA Sine Sweep Profile ID,The profile ID of the currently executing Sine Sweep test,UINT32,DN,,,,,,,,,,,,30,sma_sine_sweep_info,1
614,sma_ss_retry_hwm,SMA Sine Sweep Test retry high water mark,"The maximum number of retries required across all test frequencies during the current SMA sine sweep test. This telemtery item is set to
 zero when the sine sweep test is started.",UINT32,DN,,,,,,,,,,,,30,sma_sine_sweep_info,1
615,sma_ss_sig0_mean,SMA Sine Sweep signal 0 mean data value,Calculated mean signal value for signal 0 during a Sine Sweep test,FLOAT32,DN,,,,,,,,,,,,30,sma_sine_sweep_info,1
616,sma_ss_sig0_midrng,SMA Sine Sweep signal 0 data midrange limit,Calculated midrange limit value for signal 0 data during a Sine Sweep test,FLOAT32,DN,,,,,,,,,,,,30,sma_sine_sweep_info,1
617,sma_ss_sig0_rslt,SMA Sine Sweep data validity result for signal 0,Bitmask that reports the data validity for signal 0,ENUM,DN,,,,,,,,,"DATA_GOOD:0, SATURATED:1, BELOW_MID:2, SAT_&_BELOW:3, NOISY:4, NOISY_&_SAT:5, NOISY_&_BELOW:6, DATA_INVALID:8, NOT_TESTED:128",,,30,sma_sine_sweep_info,1
618,sma_ss_sig0_stdev,SMA Sine Sweep signal 0 data standard deviation,Calculated standard deviation for signal 0 data during a Sine Sweep test,FLOAT32,DN,,,,,,,,,,,,30,sma_sine_sweep_info,1
619,sma_ss_sig1_mean,SMA Sine Sweep signal 1 mean data value,Calculated mean signal value for signal 1 during a Sine Sweep test,FLOAT32,DN,,,,,,,,,,,,30,sma_sine_sweep_info,1
620,sma_ss_sig1_midrng,SMA Sine Sweep signal 1 data midrange limit,Calculated midrange limit value for signal 1 data during a Sine Sweep test,FLOAT32,DN,,,,,,,,,,,,30,sma_sine_sweep_info,1
621,sma_ss_sig1_rslt,SMA Sine Sweep data validity result for signal 1,Bitmask that reports the data validity for signal 1,ENUM,DN,,,,,,,,,"DATA_GOOD:0, SATURATED:1, BELOW_MID:2, SAT_&_BELOW:3, NOISY:4, NOISY_&_SAT:5, NOISY_&_BELOW:6, DATA_INVALID:8, NOT_TESTED:128",,,30,sma_sine_sweep_info,1
622,sma_ss_sig1_stdev,SMA Sine Sweep signal 1 data standard deviation,Calculated standard deviation for signal 1 data during a Sine Sweep test,FLOAT32,DN,,,,,,,,,,,,30,sma_sine_sweep_info,1
623,sma_ss_sig2_mean,SMA Sine Sweep signal 2 mean data value,Calculated mean signal value for signal 2 during a Sine Sweep test,FLOAT32,DN,,,,,,,,,,,,30,sma_sine_sweep_info,1
624,sma_ss_sig2_midrng,SMA Sine Sweep signal 2 data midrange limit,Calculated midrange limit value for signal 2 data during a Sine Sweep test,FLOAT32,DN,,,,,,,,,,,,30,sma_sine_sweep_info,1
625,sma_ss_sig2_rslt,SMA Sine Sweep data validity result for signal 2,Bitmask that reports the data validity for signal 2,ENUM,DN,,,,,,,,,"DATA_GOOD:0, SATURATED:1, BELOW_MID:2, SAT_&_BELOW:3, NOISY:4, NOISY_&_SAT:5, NOISY_&_BELOW:6, DATA_INVALID:8, NOT_TESTED:128",,,30,sma_sine_sweep_info,1
626,sma_ss_sig2_stdev,SMA Sine Sweep signal 2 data standard deviation,Calculated standard deviation for signal 2 data during a Sine Sweep test,FLOAT32,DN,,,,,,,,,,,,30,sma_sine_sweep_info,1
627,sma_ss_sig3_mean,SMA Sine Sweep signal 3 mean data value,Calculated mean signal value for signal 3 during a Sine Sweep test,FLOAT32,DN,,,,,,,,,,,,30,sma_sine_sweep_info,1
628,sma_ss_sig3_midrng,SMA Sine Sweep signal 3 data midrange limit,Calculated midrange limit value for signal 3 data during a Sine Sweep test,FLOAT32,DN,,,,,,,,,,,,30,sma_sine_sweep_info,1
